,index,variable,value
1671,China - Sichuan,2/24/20,276
1672,China - Heilongjiang,2/24/20,227
1673,China - Beijing,2/24/20,198
1674,China - Shanghai,2/24/20,261
1675,China - Hebei,2/24/20,234
1676,Diamond Princess,2/24/20,0
1677,China - Fujian,2/24/20,183
1678,Malaysia,2/24/20,18
1679,Denmark,2/24/20,0
1680,China - Shaanxi,2/24/20,173
1681,China - Guangxi,2/24/20,112
1682,Japan,2/24/20,22
1683,Turkey,2/24/20,0
1684,Peru,2/24/20,0
1685,Thailand,2/24/20,21
1686,China - Yunnan,2/24/20,124
1687,China - Hainan,2/24/20,116
1688,Singapore,2/24/20,51
1689,Bahrain,2/24/20,0
1690,China - Guizhou,2/24/20,102
1691,Chile,2/24/20,0
1692,China - Shanxi,2/24/20,94
1693,Australia - Victoria,2/24/20,4
1694,China - Tianjin,2/24/20,87
1695,Israel,2/24/20,0
1696,China - Liaoning,2/24/20,80
1697,China - Gansu,2/24/20,80
1698,Romania,2/24/20,0
1699,Iceland,2/24/20,0
1700,China - Hubei,2/25/20,18971
1701,Spain,2/25/20,2
1702,Iran,2/25/20,0
1703,Germany,2/25/20,14
1704,Italy,2/25/20,1
1705,France,2/25/20,11
1706,US,2/25/20,6
1707,"Korea, South",2/25/20,22
1708,Switzerland,2/25/20,0
1709,China - Guangdong,2/25/20,822
1710,China - Henan,2/25/20,1002
1711,China - Zhejiang,2/25/20,808
1712,China - Hunan,2/25/20,768
1713,China - Anhui,2/25/20,712
1714,China - Jiangxi,2/25/20,683
1715,Belgium,2/25/20,1
1716,China - Shandong,2/25/20,355
1717,China - Jiangsu,2/25/20,458
1718,Canada,2/25/20,3
1719,Austria,2/25/20,0
1720,China - Chongqing,2/25/20,372
1721,China - Sichuan,2/25/20,289
1722,China - Heilongjiang,2/25/20,243
1723,China - Beijing,2/25/20,215
1724,China - Shanghai,2/25/20,268
1725,China - Hebei,2/25/20,248
1726,Diamond Princess,2/25/20,0
1727,China - Fujian,2/25/20,199
1728,Malaysia,2/25/20,18
1729,Denmark,2/25/20,0
1730,China - Shaanxi,2/25/20,186
1731,China - Guangxi,2/25/20,134
1732,Japan,2/25/20,22
1733,Turkey,2/25/20,0
1734,Peru,2/25/20,0
1735,Thailand,2/25/20,22
1736,China - Yunnan,2/25/20,129
1737,China - Hainan,2/25/20,124
1738,Singapore,2/25/20,53
1739,Bahrain,2/25/20,0
1740,China - Guizhou,2/25/20,104
1741,Chile,2/25/20,0
1742,China - Shanxi,2/25/20,98
1743,Australia - Victoria,2/25/20,4
1744,China - Tianjin,2/25/20,91
1745,Israel,2/25/20,0
1746,China - Liaoning,2/25/20,83
1747,China - Gansu,2/25/20,80
1748,Romania,2/25/20,0
1749,Iceland,2/25/20,0
1750,China - Hubei,2/26/20,20969
1751,Spain,2/26/20,2
1752,Iran,2/26/20,49
1753,Germany,2/26/20,15
1754,Italy,2/26/20,3
1755,France,2/26/20,11
1756,US,2/26/20,6
1757,"Korea, South",2/26/20,22
1758,Switzerland,2/26/20,0
1759,China - Guangdong,2/26/20,851
1760,China - Henan,2/26/20,1033
1761,China - Zhejiang,2/26/20,867
1762,China - Hunan,2/26/20,783
1763,China - Anhui,2/26/20,744
1764,China - Jiangxi,2/26/20,719
1765,Belgium,2/26/20,1
1766,China - Shandong,2/26/20,377
1767,China - Jiangsu,2/26/20,478
1768,Canada,2/26/20,3
1769,Austria,2/26/20,0
1770,China - Chongqing,2/26/20,384
1771,China - Sichuan,2/26/20,307
1772,China - Heilongjiang,2/26/20,249
1773,China - Beijing,2/26/20,235
1774,China - Shanghai,2/26/20,272
1775,China - Hebei,2/26/20,261
1776,Diamond Princess,2/26/20,10
1777,China - Fujian,2/26/20,218
1778,Malaysia,2/26/20,18
1779,Denmark,2/26/20,0
1780,China - Shaanxi,2/26/20,192
1781,China - Guangxi,2/26/20,147
1782,Japan,2/26/20,22
1783,Turkey,2/26/20,0
1784,Peru,2/26/20,0
1785,Thailand,2/26/20,22
1786,China - Yunnan,2/26/20,144
1787,China - Hainan,2/26/20,129
1788,Singapore,2/26/20,62
1789,Bahrain,2/26/20,0
1790,China - Guizhou,2/26/20,104
1791,Chile,2/26/20,0
1792,China - Shanxi,2/26/20,104
1793,Australia - Victoria,2/26/20,4
1794,China - Tianjin,2/26/20,96
1795,Israel,2/26/20,0
1796,China - Liaoning,2/26/20,88
1797,China - Gansu,2/26/20,81
1798,Romania,2/26/20,0
1799,Iceland,2/26/20,0
1800,China - Hubei,2/27/20,23383
1801,Spain,2/27/20,2
1802,Iran,2/27/20,49
1803,Germany,2/27/20,16
1804,Italy,2/27/20,45
1805,France,2/27/20,11
1806,US,2/27/20,6
1807,"Korea, South",2/27/20,22
1808,Switzerland,2/27/20,0
1809,China - Guangdong,2/27/20,890
1810,China - Henan,2/27/20,1068
1811,China - Zhejiang,2/27/20,932
1812,China - Hunan,2/27/20,804
1813,China - Anhui,2/27/20,792
1814,China - Jiangxi,2/27/20,754
1815,Belgium,2/27/20,1
1816,China - Shandong,2/27/20,387
1817,China - Jiangsu,2/27/20,498
1818,Canada,2/27/20,6
1819,Austria,2/27/20,0
1820,China - Chongqing,2/27/20,401
1821,China - Sichuan,2/27/20,321
1822,China - Heilongjiang,2/27/20,270
1823,China - Beijing,2/27/20,248
1824,China - Shanghai,2/27/20,276
1825,China - Hebei,2/27/20,274
1826,Diamond Princess,2/27/20,10
1827,China - Fujian,2/27/20,228
1828,Malaysia,2/27/20,18
1829,Denmark,2/27/20,0
1830,China - Shaanxi,2/27/20,195
1831,China - Guangxi,2/27/20,161
1832,Japan,2/27/20,22
1833,Turkey,2/27/20,0
1834,Peru,2/27/20,0
1835,Thailand,2/27/20,22
1836,China - Yunnan,2/27/20,150
1837,China - Hainan,2/27/20,131
1838,Singapore,2/27/20,62
1839,Bahrain,2/27/20,0
1840,China - Guizhou,2/27/20,112
1841,Chile,2/27/20,0
1842,China - Shanxi,2/27/20,107
1843,Australia - Victoria,2/27/20,4
1844,China - Tianjin,2/27/20,102
1845,Israel,2/27/20,1
1846,China - Liaoning,2/27/20,93
1847,China - Gansu,2/27/20,81
1848,Romania,2/27/20,0
1849,Iceland,2/27/20,0
1850,China - Hubei,2/28/20,26403
1851,Spain,2/28/20,2
1852,Iran,2/28/20,73
1853,Germany,2/28/20,16
1854,Italy,2/28/20,46
1855,France,2/28/20,11
1856,US,2/28/20,7
1857,"Korea, South",2/28/20,22
1858,Switzerland,2/28/20,0
1859,China - Guangdong,2/28/20,935
1860,China - Henan,2/28/20,1112
1861,China - Zhejiang,2/28/20,975
1862,China - Hunan,2/28/20,830
1863,China - Anhui,2/28/20,821
1864,China - Jiangxi,2/28/20,790
1865,Belgium,2/28/20,1
1866,China - Shandong,2/28/20,405
1867,China - Jiangsu,2/28/20,515
1868,Canada,2/28/20,6
1869,Austria,2/28/20,0
1870,China - Chongqing,2/28/20,422
1871,China - Sichuan,2/28/20,338
1872,China - Heilongjiang,2/28/20,283
1873,China - Beijing,2/28/20,257
1874,China - Shanghai,2/28/20,279
1875,China - Hebei,2/28/20,277
1876,Diamond Princess,2/28/20,10
1877,China - Fujian,2/28/20,235
1878,Malaysia,2/28/20,18
1879,Denmark,2/28/20,0
1880,China - Shaanxi,2/28/20,199
1881,China - Guangxi,2/28/20,168
1882,Japan,2/28/20,22
1883,Turkey,2/28/20,0
1884,Peru,2/28/20,0
1885,Thailand,2/28/20,28
1886,China - Yunnan,2/28/20,156
1887,China - Hainan,2/28/20,133
1888,Singapore,2/28/20,62
1889,Bahrain,2/28/20,0
1890,China - Guizhou,2/28/20,112
1891,Chile,2/28/20,0
1892,China - Shanxi,2/28/20,112
1893,Australia - Victoria,2/28/20,4
1894,China - Tianjin,2/28/20,102
1895,Israel,2/28/20,1
1896,China - Liaoning,2/28/20,93
1897,China - Gansu,2/28/20,82
1898,Romania,2/28/20,0
1899,Iceland,2/28/20,0
1900,China - Hubei,2/29/20,28993
1901,Spain,2/29/20,2
1902,Iran,2/29/20,123
1903,Germany,2/29/20,16
1904,Italy,2/29/20,46
1905,France,2/29/20,12
1906,US,2/29/20,7
1907,"Korea, South",2/29/20,27
1908,Switzerland,2/29/20,0
1909,China - Guangdong,2/29/20,983
1910,China - Henan,2/29/20,1170
1911,China - Zhejiang,2/29/20,1016
1912,China - Hunan,2/29/20,846
1913,China - Anhui,2/29/20,868
1914,China - Jiangxi,2/29/20,811
1915,Belgium,2/29/20,1
1916,China - Shandong,2/29/20,421
1917,China - Jiangsu,2/29/20,523
1918,Canada,2/29/20,6
1919,Austria,2/29/20,0
1920,China - Chongqing,2/29/20,438
1921,China - Sichuan,2/29/20,351
1922,China - Heilongjiang,2/29/20,301
1923,China - Beijing,2/29/20,271
1924,China - Shanghai,2/29/20,287
1925,China - Hebei,2/29/20,282
1926,Diamond Princess,2/29/20,10
1927,China - Fujian,2/29/20,243
1928,Malaysia,2/29/20,18
1929,Denmark,2/29/20,0
1930,China - Shaanxi,2/29/20,207
1931,China - Guangxi,2/29/20,176
1932,Japan,2/29/20,32
1933,Turkey,2/29/20,0
1934,Peru,2/29/20,0
1935,Thailand,2/29/20,28
1936,China - Yunnan,2/29/20,157
1937,China - Hainan,2/29/20,148
1938,Singapore,2/29/20,72
1939,Bahrain,2/29/20,0
1940,China - Guizhou,2/29/20,112
1941,Chile,2/29/20,0
1942,China - Shanxi,2/29/20,114
1943,Australia - Victoria,2/29/20,4
1944,China - Tianjin,2/29/20,109
1945,Israel,2/29/20,1
1946,China - Liaoning,2/29/20,96
1947,China - Gansu,2/29/20,82
1948,Romania,2/29/20,0
1949,Iceland,2/29/20,0
1950,China - Hubei,3/1/20,31536
1951,Spain,3/1/20,2
1952,Iran,3/1/20,175
1953,Germany,3/1/20,16
1954,Italy,3/1/20,83
1955,France,3/1/20,12
1956,US,3/1/20,7
1957,"Korea, South",3/1/20,30
1958,Switzerland,3/1/20,0
1959,China - Guangdong,3/1/20,1016
1960,China - Henan,3/1/20,1198
1961,China - Zhejiang,3/1/20,1046
1962,China - Hunan,3/1/20,866
1963,China - Anhui,3/1/20,873
1964,China - Jiangxi,3/1/20,831
1965,Belgium,3/1/20,1
1966,China - Shandong,3/1/20,443
1967,China - Jiangsu,3/1/20,536
1968,Canada,3/1/20,6
1969,Austria,3/1/20,0
1970,China - Chongqing,3/1/20,450
1971,China - Sichuan,3/1/20,365
1972,China - Heilongjiang,3/1/20,342
1973,China - Beijing,3/1/20,276
1974,China - Shanghai,3/1/20,290
1975,China - Hebei,3/1/20,294
1976,Diamond Princess,3/1/20,10
1977,China - Fujian,3/1/20,247
1978,Malaysia,3/1/20,18
1979,Denmark,3/1/20,0
1980,China - Shaanxi,3/1/20,208
1981,China - Guangxi,3/1/20,181
1982,Japan,3/1/20,32
1983,Turkey,3/1/20,0
1984,Peru,3/1/20,0
1985,Thailand,3/1/20,28
1986,China - Yunnan,3/1/20,163
1987,China - Hainan,3/1/20,149
1988,Singapore,3/1/20,72
1989,Bahrain,3/1/20,0
1990,China - Guizhou,3/1/20,112
1991,Chile,3/1/20,0
1992,China - Shanxi,3/1/20,116
1993,Australia - Victoria,3/1/20,4
1994,China - Tianjin,3/1/20,111
1995,Israel,3/1/20,1
1996,China - Liaoning,3/1/20,103
1997,China - Gansu,3/1/20,84
1998,Romania,3/1/20,0
1999,Iceland,3/1/20,0
2000,China - Hubei,3/2/20,33934
2001,Spain,3/2/20,2
2002,Iran,3/2/20,291
2003,Germany,3/2/20,16
2004,Italy,3/2/20,149
2005,France,3/2/20,12
2006,US,3/2/20,7
2007,"Korea, South",3/2/20,30
2008,Switzerland,3/2/20,0
2009,China - Guangdong,3/2/20,1059
2010,China - Henan,3/2/20,1205
2011,China - Zhejiang,3/2/20,1069
2012,China - Hunan,3/2/20,887
2013,China - Anhui,3/2/20,917
2014,China - Jiangxi,3/2/20,850
2015,Belgium,3/2/20,1
2016,China - Shandong,3/2/20,460
2017,China - Jiangsu,3/2/20,543
2018,Canada,3/2/20,6
2019,Austria,3/2/20,0
2020,China - Chongqing,3/2/20,469
2021,China - Sichuan,3/2/20,386
2022,China - Heilongjiang,3/2/20,356
2023,China - Beijing,3/2/20,282
2024,China - Shanghai,3/2/20,292
2025,China - Hebei,3/2/20,296
2026,Diamond Princess,3/2/20,10
2027,China - Fujian,3/2/20,255
2028,Malaysia,3/2/20,18
2029,Denmark,3/2/20,0
2030,China - Shaanxi,3/2/20,216
2031,China - Guangxi,3/2/20,192
2032,Japan,3/2/20,32
2033,Turkey,3/2/20,0
2034,Peru,3/2/20,0
2035,Thailand,3/2/20,31
2036,China - Yunnan,3/2/20,168
2037,China - Hainan,3/2/20,151
2038,Singapore,3/2/20,78
2039,Bahrain,3/2/20,0
2040,China - Guizhou,3/2/20,114
2041,Chile,3/2/20,0
2042,China - Shanxi,3/2/20,119
2043,Australia - Victoria,3/2/20,4
2044,China - Tianjin,3/2/20,111
2045,Israel,3/2/20,1
2046,China - Liaoning,3/2/20,103
2047,China - Gansu,3/2/20,85
2048,Romania,3/2/20,0
2049,Iceland,3/2/20,0
2050,China - Hubei,3/3/20,36208
2051,Spain,3/3/20,2
2052,Iran,3/3/20,291
2053,Germany,3/3/20,16
2054,Italy,3/3/20,160
2055,France,3/3/20,12
2056,US,3/3/20,7
2057,"Korea, South",3/3/20,30
2058,Switzerland,3/3/20,2
2059,China - Guangdong,3/3/20,1101
2060,China - Henan,3/3/20,1231
2061,China - Zhejiang,3/3/20,1093
2062,China - Hunan,3/3/20,906
2063,China - Anhui,3/3/20,936
2064,China - Jiangxi,3/3/20,870
2065,Belgium,3/3/20,1
2066,China - Shandong,3/3/20,511
2067,China - Jiangsu,3/3/20,562
2068,Canada,3/3/20,6
2069,Austria,3/3/20,0
2070,China - Chongqing,3/3/20,490
2071,China - Sichuan,3/3/20,394
2072,China - Heilongjiang,3/3/20,366
2073,China - Beijing,3/3/20,288
2074,China - Shanghai,3/3/20,294
2075,China - Hebei,3/3/20,300
2076,Diamond Princess,3/3/20,10
2077,China - Fujian,3/3/20,260
2078,Malaysia,3/3/20,22
2079,Denmark,3/3/20,0
2080,China - Shaanxi,3/3/20,216
2081,China - Guangxi,3/3/20,202
2082,Japan,3/3/20,43
2083,Turkey,3/3/20,0
2084,Peru,3/3/20,0
2085,Thailand,3/3/20,31
2086,China - Yunnan,3/3/20,169
2087,China - Hainan,3/3/20,155
2088,Singapore,3/3/20,78
2089,Bahrain,3/3/20,0
2090,China - Guizhou,3/3/20,114
2091,Chile,3/3/20,0
2092,China - Shanxi,3/3/20,124
2093,Australia - Victoria,3/3/20,4
2094,China - Tianjin,3/3/20,124
2095,Israel,3/3/20,1
2096,China - Liaoning,3/3/20,106
2097,China - Gansu,3/3/20,86
2098,Romania,3/3/20,0
2099,Iceland,3/3/20,0
2100,China - Hubei,3/4/20,38557
2101,Spain,3/4/20,2
2102,Iran,3/4/20,552
2103,Germany,3/4/20,16
2104,Italy,3/4/20,276
2105,France,3/4/20,12
2106,US,3/4/20,7
2107,"Korea, South",3/4/20,41
2108,Switzerland,3/4/20,3
2109,China - Guangdong,3/4/20,1133
2110,China - Henan,3/4/20,1234
2111,China - Zhejiang,3/4/20,1114
2112,China - Hunan,3/4/20,916
2113,China - Anhui,3/4/20,956
2114,China - Jiangxi,3/4/20,884
2115,Belgium,3/4/20,1
2116,China - Shandong,3/4/20,516
2117,China - Jiangsu,3/4/20,577
2118,Canada,3/4/20,6
2119,Austria,3/4/20,0
2120,China - Chongqing,3/4/20,502
2121,China - Sichuan,3/4/20,406
2122,China - Heilongjiang,3/4/20,373
2123,China - Beijing,3/4/20,297
2124,China - Shanghai,3/4/20,298
2125,China - Hebei,3/4/20,301
2126,Diamond Princess,3/4/20,10
2127,China - Fujian,3/4/20,270
2128,Malaysia,3/4/20,22
2129,Denmark,3/4/20,0
2130,China - Shaanxi,3/4/20,223
2131,China - Guangxi,3/4/20,210
2132,Japan,3/4/20,43
2133,Turkey,3/4/20,0
2134,Peru,3/4/20,0
2135,Thailand,3/4/20,31
2136,China - Yunnan,3/4/20,169
2137,China - Hainan,3/4/20,158
2138,Singapore,3/4/20,78
2139,Bahrain,3/4/20,0
2140,China - Guizhou,3/4/20,114
2141,Chile,3/4/20,0
2142,China - Shanxi,3/4/20,124
2143,Australia - Victoria,3/4/20,4
2144,China - Tianjin,3/4/20,124
2145,Israel,3/4/20,1
2146,China - Liaoning,3/4/20,106
2147,China - Gansu,3/4/20,87
2148,Romania,3/4/20,1
2149,Iceland,3/4/20,0
2150,China - Hubei,3/5/20,40592
2151,Spain,3/5/20,2
2152,Iran,3/5/20,739
2153,Germany,3/5/20,16
2154,Italy,3/5/20,414
2155,France,3/5/20,12
2156,US,3/5/20,7
2157,"Korea, South",3/5/20,41
2158,Switzerland,3/5/20,3
2159,China - Guangdong,3/5/20,1181
2160,China - Henan,3/5/20,1239
2161,China - Zhejiang,3/5/20,1124
2162,China - Hunan,3/5/20,938
2163,China - Anhui,3/5/20,970
2164,China - Jiangxi,3/5/20,901
2165,Belgium,3/5/20,1
2166,China - Shandong,3/5/20,578
2167,China - Jiangsu,3/5/20,583
2168,Canada,3/5/20,6
2169,Austria,3/5/20,0
2170,China - Chongqing,3/5/20,512
2171,China - Sichuan,3/5/20,425
2172,China - Heilongjiang,3/5/20,379
2173,China - Beijing,3/5/20,297
2174,China - Shanghai,3/5/20,303
2175,China - Hebei,3/5/20,304
2176,Diamond Princess,3/5/20,10
2177,China - Fujian,3/5/20,277
2178,Malaysia,3/5/20,22
2179,Denmark,3/5/20,0
2180,China - Shaanxi,3/5/20,224
2181,China - Guangxi,3/5/20,214
2182,Japan,3/5/20,43
2183,Turkey,3/5/20,0
2184,Peru,3/5/20,0
2185,Thailand,3/5/20,31
2186,China - Yunnan,3/5/20,169
2187,China - Hainan,3/5/20,158
2188,Singapore,3/5/20,78
2189,Bahrain,3/5/20,0
2190,China - Guizhou,3/5/20,114
2191,Chile,3/5/20,0
2192,China - Shanxi,3/5/20,126
2193,Australia - Victoria,3/5/20,7
2194,China - Tianjin,3/5/20,128
2195,Israel,3/5/20,1
2196,China - Liaoning,3/5/20,106
2197,China - Gansu,3/5/20,87
2198,Romania,3/5/20,1
2199,Iceland,3/5/20,0
2200,China - Hubei,3/6/20,42033
2201,Spain,3/6/20,2
2202,Iran,3/6/20,913
2203,Germany,3/6/20,17
2204,Italy,3/6/20,523
2205,France,3/6/20,12
2206,US,3/6/20,7
2207,"Korea, South",3/6/20,135
2208,Switzerland,3/6/20,3
2209,China - Guangdong,3/6/20,1216
2210,China - Henan,3/6/20,1244
2211,China - Zhejiang,3/6/20,1147
2212,China - Hunan,3/6/20,955
2213,China - Anhui,3/6/20,979
2214,China - Jiangxi,3/6/20,909
2215,Belgium,3/6/20,1
2216,China - Shandong,3/6/20,618
2217,China - Jiangsu,3/6/20,594
2218,Canada,3/6/20,6
2219,Austria,3/6/20,0
2220,China - Chongqing,3/6/20,513
2221,China - Sichuan,3/6/20,442
2222,China - Heilongjiang,3/6/20,396
2223,China - Beijing,3/6/20,299
2224,China - Shanghai,3/6/20,306
2225,China - Hebei,3/6/20,305
2226,Diamond Princess,3/6/20,40
2227,China - Fujian,3/6/20,284
2228,Malaysia,3/6/20,22
2229,Denmark,3/6/20,1
2230,China - Shaanxi,3/6/20,226
2231,China - Guangxi,3/6/20,217
2232,Japan,3/6/20,46
2233,Turkey,3/6/20,0
2234,Peru,3/6/20,0
2235,Thailand,3/6/20,31
2236,China - Yunnan,3/6/20,170
2237,China - Hainan,3/6/20,158
2238,Singapore,3/6/20,78
2239,Bahrain,3/6/20,4
2240,China - Guizhou,3/6/20,114
2241,Chile,3/6/20,0
2242,China - Shanxi,3/6/20,126
2243,Australia - Victoria,3/6/20,7
2244,China - Tianjin,3/6/20,128
2245,Israel,3/6/20,2
2246,China - Liaoning,3/6/20,106
2247,China - Gansu,3/6/20,87
2248,Romania,3/6/20,1
2249,Iceland,3/6/20,0
2250,China - Hubei,3/7/20,43500
2251,Spain,3/7/20,30
2252,Iran,3/7/20,1669
2253,Germany,3/7/20,18
2254,Italy,3/7/20,589
2255,France,3/7/20,12
2256,US,3/7/20,7
2257,"Korea, South",3/7/20,135
2258,Switzerland,3/7/20,3
2259,China - Guangdong,3/7/20,1237
2260,China - Henan,3/7/20,1244
2261,China - Zhejiang,3/7/20,1154
2262,China - Hunan,3/7/20,960
2263,China - Anhui,3/7/20,979
2264,China - Jiangxi,3/7/20,916
2265,Belgium,3/7/20,1
2266,China - Shandong,3/7/20,627
2267,China - Jiangsu,3/7/20,606
2268,Canada,3/7/20,8
2269,Austria,3/7/20,0
2270,China - Chongqing,3/7/20,526
2271,China - Sichuan,3/7/20,454
2272,China - Heilongjiang,3/7/20,403
2273,China - Beijing,3/7/20,303
2274,China - Shanghai,3/7/20,313
2275,China - Hebei,3/7/20,307
2276,Diamond Princess,3/7/20,40
2277,China - Fujian,3/7/20,295
2278,Malaysia,3/7/20,23
2279,Denmark,3/7/20,1
2280,China - Shaanxi,3/7/20,226
2281,China - Guangxi,3/7/20,218
2282,Japan,3/7/20,76
2283,Turkey,3/7/20,0
2284,Peru,3/7/20,0
2285,Thailand,3/7/20,31
2286,China - Yunnan,3/7/20,170
2287,China - Hainan,3/7/20,158
2288,Singapore,3/7/20,78
2289,Bahrain,3/7/20,4
2290,China - Guizhou,3/7/20,115
2291,Chile,3/7/20,0
2292,China - Shanxi,3/7/20,126
2293,Australia - Victoria,3/7/20,7
2294,China - Tianjin,3/7/20,128
2295,Israel,3/7/20,2
2296,China - Liaoning,3/7/20,107
2297,China - Gansu,3/7/20,87
2298,Romania,3/7/20,3
2299,Iceland,3/7/20,0
2300,China - Hubei,3/8/20,45235
2301,Spain,3/8/20,30
2302,Iran,3/8/20,2134
2303,Germany,3/8/20,18
2304,Italy,3/8/20,622
2305,France,3/8/20,12
2306,US,3/8/20,7
2307,"Korea, South",3/8/20,118
2308,Switzerland,3/8/20,3
2309,China - Guangdong,3/8/20,1256
2310,China - Henan,3/8/20,1247
2311,China - Zhejiang,3/8/20,1161
2312,China - Hunan,3/8/20,968
2313,China - Anhui,3/8/20,984
2314,China - Jiangxi,3/8/20,919
2315,Belgium,3/8/20,1
2316,China - Shandong,3/8/20,642
2317,China - Jiangsu,3/8/20,612
2318,Canada,3/8/20,8
2319,Austria,3/8/20,0
2320,China - Chongqing,3/8/20,527
2321,China - Sichuan,3/8/20,464
2322,China - Heilongjiang,3/8/20,412
2323,China - Beijing,3/8/20,308
2324,China - Shanghai,3/8/20,314
2325,China - Hebei,3/8/20,307
2326,Diamond Princess,3/8/20,40
2327,China - Fujian,3/8/20,295
2328,Malaysia,3/8/20,24
2329,Denmark,3/8/20,1
2330,China - Shaanxi,3/8/20,227
2331,China - Guangxi,3/8/20,223
2332,Japan,3/8/20,76
2333,Turkey,3/8/20,0
2334,Peru,3/8/20,0
2335,Thailand,3/8/20,31
2336,China - Yunnan,3/8/20,170
2337,China - Hainan,3/8/20,159
2338,Singapore,3/8/20,78
2339,Bahrain,3/8/20,4
2340,China - Guizhou,3/8/20,117
2341,Chile,3/8/20,0
2342,China - Shanxi,3/8/20,126
2343,Australia - Victoria,3/8/20,7
2344,China - Tianjin,3/8/20,128
2345,Israel,3/8/20,2
2346,China - Liaoning,3/8/20,109
2347,China - Gansu,3/8/20,87
2348,Romania,3/8/20,3
2349,Iceland,3/8/20,0
2350,China - Hubei,3/9/20,46488
2351,Spain,3/9/20,32
2352,Iran,3/9/20,2394
2353,Germany,3/9/20,18
2354,Italy,3/9/20,724
2355,France,3/9/20,12
2356,US,3/9/20,7
2357,"Korea, South",3/9/20,118
2358,Switzerland,3/9/20,3
2359,China - Guangdong,3/9/20,1260
2360,China - Henan,3/9/20,1247
2361,China - Zhejiang,3/9/20,1176
2362,China - Hunan,3/9/20,979
2363,China - Anhui,3/9/20,984
2364,China - Jiangxi,3/9/20,923
2365,Belgium,3/9/20,1
2366,China - Shandong,3/9/20,700
2367,China - Jiangsu,3/9/20,621
2368,Canada,3/9/20,8
2369,Austria,3/9/20,2
2370,China - Chongqing,3/9/20,542
2371,China - Sichuan,3/9/20,466
2372,China - Heilongjiang,3/9/20,430
2373,China - Beijing,3/9/20,315
2374,China - Shanghai,3/9/20,315
2375,China - Hebei,3/9/20,307
2376,Diamond Princess,3/9/20,40
2377,China - Fujian,3/9/20,295
2378,Malaysia,3/9/20,24
2379,Denmark,3/9/20,1
2380,China - Shaanxi,3/9/20,227
2381,China - Guangxi,3/9/20,230
2382,Japan,3/9/20,76
2383,Turkey,3/9/20,0
2384,Peru,3/9/20,0
2385,Thailand,3/9/20,31
2386,China - Yunnan,3/9/20,170
2387,China - Hainan,3/9/20,159
2388,Singapore,3/9/20,78
2389,Bahrain,3/9/20,14
2390,China - Guizhou,3/9/20,123
2391,Chile,3/9/20,0
2392,China - Shanxi,3/9/20,127
2393,Australia - Victoria,3/9/20,7
2394,China - Tianjin,3/9/20,130
2395,Israel,3/9/20,2
2396,China - Liaoning,3/9/20,109
2397,China - Gansu,3/9/20,88
2398,Romania,3/9/20,3
2399,Iceland,3/9/20,0
2400,China - Hubei,3/10/20,47743
2401,Spain,3/10/20,32
2402,Iran,3/10/20,2731
2403,Germany,3/10/20,18
2404,Italy,3/10/20,724
2405,France,3/10/20,12
2406,US,3/10/20,8
2407,"Korea, South",3/10/20,247
2408,Switzerland,3/10/20,3
2409,China - Guangdong,3/10/20,1274
2410,China - Henan,3/10/20,1247
2411,China - Zhejiang,3/10/20,1191
2412,China - Hunan,3/10/20,990
2413,China - Anhui,3/10/20,984
2414,China - Jiangxi,3/10/20,927
2415,Belgium,3/10/20,1
2416,China - Shandong,3/10/20,719
2417,China - Jiangsu,3/10/20,627
2418,Canada,3/10/20,8
2419,Austria,3/10/20,4
2420,China - Chongqing,3/10/20,547
2421,China - Sichuan,3/10/20,478
2422,China - Heilongjiang,3/10/20,434
2423,China - Beijing,3/10/20,320
2424,China - Shanghai,3/10/20,319
2425,China - Hebei,3/10/20,307
2426,Diamond Princess,3/10/20,40
2427,China - Fujian,3/10/20,295
2428,Malaysia,3/10/20,24
2429,Denmark,3/10/20,1
2430,China - Shaanxi,3/10/20,227
2431,China - Guangxi,3/10/20,234
2432,Japan,3/10/20,101
2433,Turkey,3/10/20,0
2434,Peru,3/10/20,0
2435,Thailand,3/10/20,33
2436,China - Yunnan,3/10/20,170
2437,China - Hainan,3/10/20,159
2438,Singapore,3/10/20,78
2439,Bahrain,3/10/20,22
2440,China - Guizhou,3/10/20,129
2441,Chile,3/10/20,0
2442,China - Shanxi,3/10/20,131
2443,Australia - Victoria,3/10/20,7
2444,China - Tianjin,3/10/20,131
2445,Israel,3/10/20,4
2446,China - Liaoning,3/10/20,111
2447,China - Gansu,3/10/20,88
2448,Romania,3/10/20,3
2449,Iceland,3/10/20,1
2450,China - Hubei,3/11/20,49134
2451,Spain,3/11/20,183
2452,Iran,3/11/20,2959
2453,Germany,3/11/20,25
2454,Italy,3/11/20,1045
2455,France,3/11/20,12
2456,US,3/11/20,8
2457,"Korea, South",3/11/20,288
2458,Switzerland,3/11/20,4
2459,China - Guangdong,3/11/20,1282
2460,China - Henan,3/11/20,1249
2461,China - Zhejiang,3/11/20,1195
2462,China - Hunan,3/11/20,995
2463,China - Anhui,3/11/20,984
2464,China - Jiangxi,3/11/20,932
2465,Belgium,3/11/20,1
2466,China - Shandong,3/11/20,726
2467,China - Jiangsu,3/11/20,627
2468,Canada,3/11/20,8
2469,Austria,3/11/20,4
2470,China - Chongqing,3/11/20,554
2471,China - Sichuan,3/11/20,488
2472,China - Heilongjiang,3/11/20,436
2473,China - Beijing,3/11/20,326
2474,China - Shanghai,3/11/20,320
